"Date","CodeOffice","CodeTaxe","TaxeDescription","AmountPaid","AmountAssessed"
"2024-08-22",DJPTR,RLS,Redevance Légale du Super,8199895.0,8199895.0
"2024-08-22",DJPTR,TIC23,Taxe Intérieur Consommation à 23%,52158134,52158134
"2024-08-22",DJPTR,TVA,Taxe sur la Valeur Ajoutée,31032303,31032303
"2024-08-22",DJQBR,AIB,Accompte impôt Bénéfice,441360.0,441360.0
"2024-08-22",DJQBR,CUA,Taxe de Contribution de l'UA,7480.0,7480.0
"2024-08-22",DJQBR,FDT,Frais de Timbre,1000.0,1000.0
"2024-08-22",DJQBR,TIC10,Taxe Intérieur Consommation à 10%,133490.0,133490.0
"2024-08-22",DJQBR,TIC23,Taxe Intérieur Consommation à 23%,539304.0,539304.0
"2024-08-22",DJQBR,TVA,Taxe sur la Valeur Ajoutée,441008.0,441008.0
"2024-08-22",DJREV,FDT,Frais de Timbre,1000.0,1000.0
"2024-08-22",DJTRS,FDT,Frais de Timbre,266000.0,209000.0
"2024-08-22",DJUKB,FDT,Frais de Timbre,34000.0,47000.0
"2024-08-22",DJZEA,CUA,Taxe de Contribution de l'UA,4250.0,18566.0
"2024-08-22",DJZEA,DLLP,Droits d'assises sur le lait en ,121000.0,796000.0
"2024-08-22",DJZEA,FDT,Frais de Timbre,44000.0,43000.0
"2024-08-22",DJZEA,TIC23,Taxe Intérieur Consommation à 23%,488839.0,2135179.0
"2024-08-22",DJZEA,TVA,Taxe sur la Valeur Ajoutée,273522.0,1221456.0
"2024-08-22",DJZFR,CUA,Taxe de Contribution de l'UA,158648.0,76500.0
"2024-08-22",DJZFR,DAA,Droit d'Accisse Alcool,1394027.0,0.0
"2024-08-22",DJZFR,FDT,Frais de Timbre,16000.0,10000.0
"2024-08-22",DJZFR,RFSH,Redevance Fonds Soutien Handicaps,18614.0,0.0
"2024-08-22",DJZFR,TIC10,Taxe Intérieur Consommation à 10%,6532160.0,3824746.0
"2024-08-22",DJZFR,TIC23,Taxe Intérieur Consommation à 23%,2084846.0,0.0
"2024-08-22",DJZFR,TIC8,Taxe Intérieur de Consommation à 8%,395440.0,366.0
"2024-08-22",DJZFR,TVA,Taxe sur la Valeur Ajoutée,8439719.0,4207221.0
"2024-08-23",DJAKH,CCD,Frais Chambre de Commerce,0.0,33401.0
"2024-08-23",DJAKH,CUA,Taxe de Contribution de l'UA,0.0,50448.0
"2024-08-23",DJAKH,DAK,Droit d'Accisse Khat,0.0,11822511
"2024-08-23",DJAKH,FDT,Frais de Timbre,0.0,133000.0
"2024-08-23",DJAKH,FJS,FJSL,0.0,1261200.0
"2024-08-23",DJAKH,IGS,IGS / KHAT,0.0,3112601.0
"2024-08-23",DJAKH,ISS,Impôt Spécial de Solidarité,0.0,361566.0
"2024-08-23",DJAKH,PAT,Patente Khat,0.0,1236325.0
"2024-08-23",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,0.0,5687095.0
"2024-08-23",DJAKH,TVA,Taxe sur la Valeur Ajoutée,0.0,3035638.0
"2024-08-23",DJTRS,FDT,Frais de Timbre,21000.0,9000.0
"2024-08-24",DIFTZ,CUA,Taxe de Contribution de l'UA,0.0,16515.0
"2024-08-24",DIFTZ,FDT,Frais de Timbre,21000.0,22000.0
"2024-08-24",DIFTZ,TIC23,Taxe Intérieur Consommation à 23%,0.0,1899225.0
"2024-08-24",DIFTZ,TVA,Taxe sur la Valeur Ajoutée,0.0,1015672.0
"2024-08-24",DJAFR,CUA,Taxe de Contribution de l'UA,14671.0,14821.0
"2024-08-24",DJAFR,CUA,Taxe de Contribution de l'UA,150.0,0.0
"2024-08-24",DJAFR,FDT,Frais de Timbre,5000.0,6000.0
"2024-08-24",DJAFR,FDT,Frais de Timbre,1000.0,0.0
"2024-08-24",DJAFR,TIC10,Taxe Intérieur Consommation à 10%,22500.0,22500.0
"2024-08-24",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,0.0,17250.0
"2024-08-24",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,17250.0,0.0
"2024-08-24",DJAFR,TIC8,Taxe Intérieur de Consommation à 8%,568879.0,568879.0
"2024-08-24",DJAFR,TVA,Taxe sur la Valeur Ajoutée,24750.0,33975.0
"2024-08-24",DJAFR,TVA,Taxe sur la Valeur Ajoutée,9225.0,0.0
"2024-08-24",DJAKH,CCD,Frais Chambre de Commerce,11145.0,31356.0
"2024-08-24",DJAKH,CUA,Taxe de Contribution de l'UA,16338.0,47452.0
"2024-08-24",DJAKH,DAK,Droit d'Accisse Khat,4468215.0,11103703
"2024-08-24",DJAKH,FDT,Frais de Timbre,39000.0,132000.0
"2024-08-24",DJAKH,FJS,FJSL,408450.0,1186300.0
"2024-08-24",DJAKH,IGS,IGS / KHAT,1194704.0,2921891.0
"2024-08-24",DJAKH,ISS,Impôt Spécial de Solidarité,119456.0,339708.0
"2024-08-24",DJAKH,PAT,Patente Khat,408450.0,1161575.0
"2024-08-24",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,1878870.0,5343245.0
"2024-08-24",DJAKH,TVA,Taxe sur la Valeur Ajoutée,1004787.0,2851787.0
"2024-08-24",DJFRZ,FDT,Frais de Timbre,29000.0,13000.0
"2024-08-24",DJPRT,CUA,Taxe de Contribution de l'UA,57378.0,79001.0
"2024-08-24",DJPRT,FDT,Frais de Timbre,9000.0,10000.0
"2024-08-24",DJPRT,TIC10,Taxe Intérieur Consommation à 10%,428000.0,428000.0
"2024-08-24",DJPRT,TIC23,Taxe Intérieur Consommation à 23%,185610.0,2672323.0
"2024-08-24",DJPRT,TIC8,Taxe Intérieur de Consommation à 8%,1070959.0,1070959.0
"2024-08-24",DJPRT,TVA,Taxe sur la Valeur Ajoutée,1591651.0,2921501.0
"2024-08-24",DJTRS,FDT,Frais de Timbre,87000.0,104000.0
"2024-08-24",DJUKB,FDT,Frais de Timbre,4000.0,2000.0
"2024-08-24",DJZEA,FDT,Frais de Timbre,8000.0,8000.0
"2024-08-24",DJZFR,CUA,Taxe de Contribution de l'UA,4917.0,4917.0
"2024-08-24",DJZFR,FDT,Frais de Timbre,3000.0,2000.0
"2024-08-24",DJZFR,TIC10,Taxe Intérieur Consommation à 10%,245861.0,245861.0
"2024-08-24",DJZFR,TVA,Taxe sur la Valeur Ajoutée,270447.0,270447.0
"2024-08-25",DIFTZ,CUA,Taxe de Contribution de l'UA,21158.0,38683.0
"2024-08-25",DIFTZ,DAA,Droit d'Accisse Alcool,2310255.0,0.0
"2024-08-25",DIFTZ,DAT,Droit d'Accisse Tabacs,0.0,3454875.0
"2024-08-25",DIFTZ,FDT,Frais de Timbre,60000.0,62000.0
"2024-08-25",DIFTZ,FJT,FJSL TRANSIT ALCOOL ET TABAC,0.0,2848042.0
"2024-08-25",DIFTZ,RFSH,Redevance Fonds Soutien Handicaps,30849.0,0.0
"2024-08-25",DIFTZ,TIC23,Taxe Intérieur Consommation à 23%,2411300.0,4449023.0
"2024-08-25",DIFTZ,TIC8,Taxe Intérieur de Consommation à 8%,7711.0,0.0
"2024-08-25",DIFTZ,TTT,Transit Tabacs Terrestre,0.0,4272063.0
"2024-08-25",DIFTZ,TVA,Taxe sur la Valeur Ajoutée,1520546.0,2724747.0
"2024-08-25",DJAFR,AIB,Accompte impôt Bénéfice,2231.0,2231.0
"2024-08-25",DJAFR,CUA,Taxe de Contribution de l'UA,50296.0,13604.0
"2024-08-25",DJAFR,CUA,Taxe de Contribution de l'UA,303.0,0.0
"2024-08-25",DJAFR,DYA,Droit d'assises sur les yaourts,139500.0,0.0
"2024-08-25",DJAFR,FDT,Frais de Timbre,37000.0,26000.0
"2024-08-25",DJAFR,FDT,Frais de Timbre,1000.0,0.0
"2024-08-25",DJAFR,PAL,Droit d'Assises sur les Pattes,680.0,0.0
"2024-08-25",DJAFR,TIC10,Taxe Intérieur Consommation à 10%,1313356.0,192554.0
"2024-08-25",DJAFR,TIC20,Taxe Intérieur Consommation à 20%,11390.0,0.0
"2024-08-25",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,682604.0,311395.0
"2024-08-25",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,34934.0,0.0
"2024-08-25",DJAFR,TIC8,Taxe Intérieur de Consommation à 8%,281736.0,281736.0
"2024-08-25",DJAFR,TVA,Taxe sur la Valeur Ajoutée,2377686.0,378336.0
"2024-08-25",DJAFR,TVA,Taxe sur la Valeur Ajoutée,18682.0,0.0
"2024-08-25",DJAKH,CCD,Frais Chambre de Commerce,31058.0,30804.0
"2024-08-25",DJAKH,CUA,Taxe de Contribution de l'UA,44066.0,46592.0
"2024-08-25",DJAKH,DAK,Droit d'Accisse Khat,12450112,10986691
"2024-08-25",DJAKH,FDT,Frais de Timbre,206000.0,134000.0
"2024-08-25",DJAKH,FJS,FJSL,1138100.0,1164800.0
"2024-08-25",DJAKH,IGS,IGS / KHAT,3328868.0,2892925.0
"2024-08-25",DJAKH,ISS,Impôt Spécial de Solidarité,332812.0,333660.0
"2024-08-25",DJAKH,PAT,Patente Khat,1138100.0,1140900.0
"2024-08-25",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,5067756.0,5248140.0
"2024-08-25",DJAKH,TVA,Taxe sur la Valeur Ajoutée,2710147.0,2801116.0
"2024-08-25",DJBAP,CUA,Taxe de Contribution de l'UA,2638.0,2448.0
"2024-08-25",DJBAP,FDT,Frais de Timbre,6000.0,5000.0
"2024-08-25",DJBAP,TIC10,Taxe Intérieur Consommation à 10%,29600.0,29600.0
"2024-08-25",DJBAP,TIC23,Taxe Intérieur Consommation à 23%,67390.0,45540.0
"2024-08-25",DJBAP,TIC8,Taxe Intérieur de Consommation à 8%,58400.0,58400.0
"2024-08-25",DJBAP,TVA,Taxe sur la Valeur Ajoutée,68599.0,56914.0
"2024-08-25",DJCPT,FDT,Recette FDT,1000.0,0.0
"2024-08-25",DJEXO,AIB,Accompte impôt Bénéfice,0.0,0.0
"2024-08-25",DJEXO,CBU,Taxe de Contribution Budgétaire,114591.0,114591.0
"2024-08-25",DJEXO,CUA,Taxe de Contribution de l'UA,215952.0,127824.0
"2024-08-25",DJEXO,FDT,Frais de Timbre,33000.0,33000.0
"2024-08-25",DJEXO,TIC10,Taxe Intérieur Consommation à 10%,0.0,0.0
"2024-08-25",DJEXO,TIC23,Taxe Intérieur Consommation à 23%,0.0,0.0
"2024-08-25",DJEXO,TIC8,Taxe Intérieur de Consommation à 8%,0.0,0.0
"2024-08-25",DJEXO,TVA,Taxe sur la Valeur Ajoutée,5138807.0,732335.0
"2024-08-25",DJFRZ,AIB,Accompte impôt Bénéfice,0.0,52307.0
"2024-08-25",DJFRZ,ATB,Alcool Transit Boutre,51198.0,3318.0
"2024-08-25",DJFRZ,CUA,Taxe de Contribution de l'UA,82058.0,164434.0
"2024-08-25",DJFRZ,DAA,Droit d'Accisse Alcool,1040539.0,432225.0
"2024-08-25",DJFRZ,FDT,Frais de Timbre,64000.0,59000.0
"2024-08-25",DJFRZ,FJT,FJSL TRANSIT ALCOOL ET TABAC,51198.0,3318.0
"2024-08-25",DJFRZ,RFSH,Redevance Fonds Soutien Handicaps,13893.0,5771.0
"2024-08-25",DJFRZ,TIC10,Taxe Intérieur Consommation à 10%,2176748.0,2078465.0
"2024-08-25",DJFRZ,TIC23,Taxe Intérieur Consommation à 23%,1996893.0,11696558
"2024-08-25",DJFRZ,TVA,Taxe sur la Valeur Ajoutée,4624582.0,9642850.0
"2024-08-25",DJGAR,CUA,Taxe de Contribution de l'UA,3308.0,3308.0
"2024-08-25",DJGAR,FDT,Frais de Timbre,2000.0,2000.0
"2024-08-25",DJGAR,TIC8,Taxe Intérieur de Consommation à 8%,0.0,0.0
"2024-08-25",DJGAR,TVA,Taxe sur la Valeur Ajoutée,165426.0,165426.0
"2024-08-25",DJPRT,AIB,Accompte impôt Bénéfice,426495.0,426495.0
"2024-08-25",DJPRT,CUA,Taxe de Contribution de l'UA,212345.0,212475.0
"2024-08-25",DJPRT,DBL,Droit D'Assises Boisons Lactées,1900.0,1900.0
"2024-08-25",DJPRT,DLLP,Droits d'assises sur le lait en ,50000.0,0.0
"2024-08-25",DJPRT,DYA,Droit d'assises sur les yaourts,5400.0,5400.0
"2024-08-25",DJPRT,FDT,Frais de Timbre,26000.0,26000.0
"2024-08-25",DJPRT,FDT,Recette FDT,17000.0,0.0
"2024-08-25",DJPRT,PAL,Droit d'Assises sur les Pattes,213760.0,0.0
"2024-08-25",DJPRT,TIC10,Taxe Intérieur Consommation à 10%,3065205.0,2681430.0
"2024-08-25",DJPRT,TIC20,Taxe Intérieur Consommation à 20%,31676.0,0.0
"2024-08-25",DJPRT,TIC23,Taxe Intérieur Consommation à 23%,10276742,8423689.0
"2024-08-25",DJPRT,TIC8,Taxe Intérieur de Consommation à 8%,446720.0,446720.0
"2024-08-25",DJPRT,TVA,Taxe sur la Valeur Ajoutée,10921616,10487935
"2024-08-25",DJPTR,ALP,Ajustement Légal du Pétrol,0.0,-15148774
"2024-08-25",DJPTR,CUA,Taxe de Contribution de l'UA,0.0,170234.0
"2024-08-25",DJPTR,DPL,Droit d'accise du Petrol Lampant,0.0,0.0
"2024-08-25",DJPTR,FDT,Frais de Timbre,0.0,3000.0
"2024-08-25",DJPTR,RLP,Redevance Légale du Pétrol,0.0,0.0
"2024-08-25",DJPTR,TIC23,Taxe Intérieur Consommation à 23%,0.0,0.0
"2024-08-25",DJPTR,TVA,Taxe sur la Valeur Ajoutée,0.0,0.0
"2024-08-25",DJQBR,CUA,Taxe de Contribution de l'UA,8332.0,8332.0
"2024-08-25",DJQBR,DAP,Droit d'Accisse Parfums,16800.0,16800.0
"2024-08-25",DJQBR,FDT,Frais de Timbre,1000.0,1000.0
"2024-08-25",DJQBR,TIC10,Taxe Intérieur Consommation à 10%,77650.0,77650.0
"2024-08-25",DJQBR,TIC23,Taxe Intérieur Consommation à 23%,773881.0,773881.0
"2024-08-25",DJQBR,TVA,Taxe sur la Valeur Ajoutée,503451.0,503451.0
"2024-08-25",DJTRS,FDT,Frais de Timbre,242000.0,250000.0
"2024-08-25",DJUKB,CUA,Taxe de Contribution de l'UA,0.0,0.0
"2024-08-25",DJUKB,FDT,Frais de Timbre,36000.0,35000.0
"2024-08-25",DJUKB,TIC10,Taxe Intérieur Consommation à 10%,0.0,0.0
"2024-08-25",DJUKB,TVA,Taxe sur la Valeur Ajoutée,0.0,0.0
"2024-08-25",DJZEA,CUA,Taxe de Contribution de l'UA,32286.0,32286.0
"2024-08-25",DJZEA,FDT,Frais de Timbre,30000.0,31000.0
"2024-08-25",DJZEA,TVA,Taxe sur la Valeur Ajoutée,1614388.0,1614388.0
"2024-08-25",DJZFR,CUA,Taxe de Contribution de l'UA,109037.0,109037.0
"2024-08-25",DJZFR,FDT,Frais de Timbre,7000.0,7000.0
"2024-08-25",DJZFR,TIC10,Taxe Intérieur Consommation à 10%,2762257.0,2762257.0
"2024-08-25",DJZFR,TIC23,Taxe Intérieur Consommation à 23%,6186666.0,6186666.0
"2024-08-25",DJZFR,TVA,Taxe sur la Valeur Ajoutée,6347004.0,6347004.0
"2024-08-26",DIFTZ,CUA,Taxe de Contribution de l'UA,47446.0,49704.0
"2024-08-26",DIFTZ,FDT,Frais de Timbre,59000.0,58000.0
"2024-08-26",DIFTZ,TIC10,Taxe Intérieur Consommation à 10%,0.0,950590.0
"2024-08-26",DIFTZ,TIC23,Taxe Intérieur Consommation à 23%,5456530.0,3531447.0
"2024-08-26",DIFTZ,TVA,Taxe sur la Valeur Ajoutée,2918057.0,2934201.0
"2024-08-26",DJAFR,AIB,Accompte impôt Bénéfice,20074.0,20074.0
"2024-08-26",DJAFR,CUA,Taxe de Contribution de l'UA,9428.0,8844.0
"2024-08-26",DJAFR,FDT,Frais de Timbre,28000.0,28000.0
"2024-08-26",DJAFR,TIC10,Taxe Intérieur Consommation à 10%,82078.0,62433.0
"2024-08-26",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,452910.0,324880.0
"2024-08-26",DJAFR,TIC8,Taxe Intérieur de Consommation à 8%,153401.0,190305.0
"2024-08-26",DJAFR,TVA,Taxe sur la Valeur Ajoutée,332490.0,242415.0
"2024-08-26",DJAKH,CCD,Frais Chambre de Commerce,116123.0,30745.0
"2024-08-26",DJAKH,CUA,Taxe de Contribution de l'UA,167518.0,46470.0
"2024-08-26",DJAKH,DAK,Droit d'Accisse Khat,36854449,10948758
"2024-08-26",DJAKH,FDT,Frais de Timbre,248000.0,132000.0
"2024-08-26",DJAKH,FJS,FJSL,4253950.0,1161750.0
"2024-08-26",DJAKH,IGS,IGS / KHAT,9723187.0,2883202.0
"2024-08-26",DJAKH,ISS,Impôt Spécial de Solidarité,1244175.0,332924.0
"2024-08-26",DJAKH,PAT,Patente Khat,4253950.0,1138400.0
"2024-08-26",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,19264870,5236640.0
"2024-08-26",DJAKH,TVA,Taxe sur la Valeur Ajoutée,10302517,2795092.0
"2024-08-26",DJBAP,CUA,Taxe de Contribution de l'UA,426.0,426.0
"2024-08-26",DJBAP,FDT,Frais de Timbre,3000.0,3000.0
"2024-08-26",DJBAP,TIC23,Taxe Intérieur Consommation à 23%,49082.0,49082.0
"2024-08-26",DJBAP,TVA,Taxe sur la Valeur Ajoutée,26248.0,26248.0
"2024-08-26",DJEXO,CBU,Taxe de Contribution Budgétaire,2012071.0,13686.0
"2024-08-26",DJEXO,CUA,Taxe de Contribution de l'UA,150445.0,65723.0
"2024-08-26",DJEXO,DEG,Droit d'assise eau gazeuse,0.0,0.0
"2024-08-26",DJEXO,DEM,Droit d'accises Eau Minéral,0.0,0.0
"2024-08-26",DJEXO,DJU,Droit D'assises Jus des Fruits,0.0,0.0
"2024-08-26",DJEXO,DLL,Droit d'assises Lait Liquide,0.0,0.0
"2024-08-26",DJEXO,DYA,Droit d'assises sur les yaourts,0.0,0.0
"2024-08-26",DJEXO,FDT,Frais de Timbre,51000.0,35000.0
"2024-08-26",DJEXO,FDT,Recette FDT,1000.0,0.0
"2024-08-26",DJEXO,RFSH,Redevance Fonds Soutien Handicaps,0.0,0.0
"2024-08-26",DJEXO,TIC10,Taxe Intérieur Consommation à 10%,0.0,0.0
"2024-08-26",DJEXO,TIC23,Taxe Intérieur Consommation à 23%,0.0,0.0
"2024-08-26",DJEXO,TIC8,Taxe Intérieur de Consommation à 8%,0.0,0.0
"2024-08-26",DJEXO,TVA,Taxe sur la Valeur Ajoutée,1937117.0,1697291.0
"2024-08-26",DJFRZ,CUA,Taxe de Contribution de l'UA,150547.0,214075.0
"2024-08-26",DJFRZ,DAA,Droit d'Accisse Alcool,102317.0,7838633.0
"2024-08-26",DJFRZ,FDT,Frais de Timbre,66000.0,65000.0
"2024-08-26",DJFRZ,RFSH,Redevance Fonds Soutien Handicaps,1366.0,104667.0
"2024-08-26",DJFRZ,TIC10,Taxe Intérieur Consommation à 10%,3751594.0,4118621.0
"2024-08-26",DJFRZ,TIC23,Taxe Intérieur Consommation à 23%,3156792.0,2468802.0
"2024-08-26",DJFRZ,TVA,Taxe sur la Valeur Ajoutée,5825180.0,9743304.0
"2024-08-26",DJGAR,CUA,Taxe de Contribution de l'UA,126355.0,126355.0
"2024-08-26",DJGAR,FDT,Frais de Timbre,29000.0,29000.0
"2024-08-26",DJGAR,TIC8,Taxe Intérieur de Consommation à 8%,5054805.0,5054805.0
"2024-08-26",DJPRT,CUA,Taxe de Contribution de l'UA,591684.0,549199.0
"2024-08-26",DJPRT,DAP,Droit d'Accisse Parfums,153600.0,153600.0
"2024-08-26",DJPRT,DLLP,Droits d'assises sur le lait en ,6295500.0,6295500.0
"2024-08-26",DJPRT,DPI,Droit d'assises sur les papiers ,25000.0,25000.0
"2024-08-26",DJPRT,FDT,Frais de Timbre,39000.0,39000.0
"2024-08-26",DJPRT,FDT,Recette FDT,21000.0,0.0
"2024-08-26",DJPRT,TIC10,Taxe Intérieur Consommation à 10%,8419901.0,10747623
"2024-08-26",DJPRT,TIC20,Taxe Intérieur Consommation à 20%,6208834.0,6208834.0
"2024-08-26",DJPRT,TIC23,Taxe Intérieur Consommation à 23%,25421458,22242972
"2024-08-26",DJPRT,TIC8,Taxe Intérieur de Consommation à 8%,24000.0,24000.0
"2024-08-26",DJPRT,TVA,Taxe sur la Valeur Ajoutée,34447829,31997861
"2024-08-26",DJPTR,ALP,Ajustement Légal du Pétrol,0.0,-15284160
"2024-08-26",DJPTR,CUA,Taxe de Contribution de l'UA,0.0,214309.0
"2024-08-26",DJPTR,DAL,Droit d'Accisse Huiles lubrifiants,0.0,6449585.0
"2024-08-26",DJPTR,DPL,Droit d'accise du Petrol Lampant,0.0,0.0
"2024-08-26",DJPTR,FDT,Frais de Timbre,0.0,7000.0
"2024-08-26",DJPTR,RLP,Redevance Légale du Pétrol,0.0,0.0
"2024-08-26",DJPTR,TIC23,Taxe Intérieur Consommation à 23%,0.0,4894580.0
"2024-08-26",DJPTR,TVA,Taxe sur la Valeur Ajoutée,0.0,3262489.0
"2024-08-26",DJQBR,CUA,Taxe de Contribution de l'UA,1250.0,1250.0
"2024-08-26",DJQBR,FDT,Frais de Timbre,1000.0,1000.0
"2024-08-26",DJQBR,TIC8,Taxe Intérieur de Consommation à 8%,50000.0,50000.0
"2024-08-26",DJTRS,FDT,Frais de Timbre,220000.0,174000.0
"2024-08-26",DJUKB,CUA,Taxe de Contribution de l'UA,13060.0,13060.0
"2024-08-26",DJUKB,FDT,Frais de Timbre,23000.0,23000.0
"2024-08-26",DJUKB,FJT,FJSL TRANSIT ALCOOL ET TABAC,1169268.0,1169268.0
"2024-08-26",DJUKB,TIC23,Taxe Intérieur Consommation à 23%,629250.0,629250.0
"2024-08-26",DJUKB,TTT,Transit Tabacs Terrestre,1753902.0,1753902.0
"2024-08-26",DJUKB,TVA,Taxe sur la Valeur Ajoutée,716498.0,716498.0
"2024-08-26",DJZEA,FDT,Frais de Timbre,25000.0,25000.0
"2024-08-26",DJZFR,CUA,Taxe de Contribution de l'UA,0.0,0.0
"2024-08-26",DJZFR,FDT,Frais de Timbre,7000.0,7000.0
"2024-08-26",DJZFR,TIC10,Taxe Intérieur Consommation à 10%,0.0,0.0
"2024-08-26",DJZFR,TVA,Taxe sur la Valeur Ajoutée,0.0,0.0
"2024-08-27",DIFTZ,CUA,Taxe de Contribution de l'UA,110329.0,65722.0
"2024-08-27",DIFTZ,FDT,Frais de Timbre,60000.0,57000.0
"2024-08-27",DIFTZ,FJT,FJSL TRANSIT ALCOOL ET TABAC,2848042.0,0.0
"2024-08-27",DIFTZ,TIC10,Taxe Intérieur Consommation à 10%,1155799.0,205209.0
"2024-08-27",DIFTZ,TIC23,Taxe Intérieur Consommation à 23%,1449871.0,303304.0
"2024-08-27",DIFTZ,TIC8,Taxe Intérieur de Consommation à 8%,1193951.0,1193951.0
"2024-08-27",DIFTZ,TTT,Transit Tabacs Terrestre,4272063.0,0.0
"2024-08-27",DIFTZ,TVA,Taxe sur la Valeur Ajoutée,4465458.0,1844805.0
"2024-08-27",DJAFR,AIB,Accompte impôt Bénéfice,18767.0,18767.0
"2024-08-27",DJAFR,CUA,Taxe de Contribution de l'UA,5975.0,5973.0
"2024-08-27",DJAFR,FDT,Frais de Timbre,43000.0,44000.0
"2024-08-27",DJAFR,TIC10,Taxe Intérieur Consommation à 10%,131799.0,192820.0
"2024-08-27",DJAFR,TIC23,Taxe Intérieur Consommation à 23%,274087.0,225845.0
"2024-08-27",DJAFR,TIC8,Taxe Intérieur de Consommation à 8%,36904.0,0.0
"2024-08-27",DJAFR,TVA,Taxe sur la Valeur Ajoutée,293950.0,341274.0
"2024-08-27",DJAKH,CCD,Frais Chambre de Commerce,17120.0,30184.0
"2024-08-27",DJAKH,CUA,Taxe de Contribution de l'UA,25004.0,45608.0
"2024-08-27",DJAKH,DAK,Droit d'Accisse Khat,6863340.0,10770384
"2024-08-27",DJAKH,FDT,Frais de Timbre,145000.0,132000.0
"2024-08-27",DJAKH,FJS,FJSL,627400.0,1140200.0
"2024-08-27",DJAKH,IGS,IGS / KHAT,1835085.0,2837030.0
"2024-08-27",DJAKH,ISS,Impôt Spécial de Solidarité,183452.0,326876.0
"2024-08-27",DJAKH,PAT,Patente Khat,627400.0,1117700.0
"2024-08-27",DJAKH,TIC23,Taxe Intérieur Consommation à 23%,2875470.0,5141420.0
"2024-08-27",DJAKH,TVA,Taxe sur la Valeur Ajoutée,1537751.0,2744367.0
"2024-08-27",DJBAP,AIB,Accompte impôt Bénéfice,77000.0,77000.0
"2024-08-27",DJBAP,CUA,Taxe de Contribution de l'UA,2597.0,2597.0
"2024-08-27",DJBAP,FDT,Frais de Timbre,6000.0,6000.0
"2024-08-27",DJBAP,TIC10,Taxe Intérieur Consommation à 10%,77000.0,77000.0
"2024-08-27",DJBAP,TIC23,Taxe Intérieur Consommation à 23%,121608.0,121608.0
"2024-08-27",DJBAP,TVA,Taxe sur la Valeur Ajoutée,149734.0,149734.0
"2024-08-27",DJEXO,AIB,Accompte impôt Bénéfice,0.0,0.0
"2024-08-27",DJEXO,CBU,Taxe de Contribution Budgétaire,435755.0,211166.0
"2024-08-27",DJEXO,CUA,Taxe de Contribution de l'UA,50231.0,70611.0
"2024-08-27",DJEXO,DJU,Droit D'assises Jus des Fruits,0.0,0.0
"2024-08-27",DJEXO,FDT,Frais de Timbre,25000.0,27000.0
"2024-08-27",DJEXO,TIC10,Taxe Intérieur Consommation à 10%,0.0,0.0
"2024-08-27",DJEXO,TIC23,Taxe Intérieur Consommation à 23%,0.0,0.0
"2024-08-27",DJEXO,TIC8,Taxe Intérieur de Consommation à 8%,0.0,0.0
"2024-08-27",DJEXO,TVA,Taxe sur la Valeur Ajoutée,570571.0,1322260.0
"2024-08-27",DJFRZ,CUA,Taxe de Contribution de l'UA,180972.0,202358.0
"2024-08-27",DJFRZ,DAA,Droit d'Accisse Alcool,2321260.0,432300.0
"2024-08-27",DJFRZ,FDT,Frais de Timbre,82000.0,79000.0
"2024-08-27",DJFRZ,RFSH,Redevance Fonds Soutien Handicaps,30995.0,5772.0
"2024-08-27",DJFRZ,TIC10,Taxe Intérieur Consommation à 10%,1296921.0,743779.0
"2024-08-27",DJFRZ,TIC23,Taxe Intérieur Consommation à 23%,740021.0,11621565
"2024-08-27",DJFRZ,TVA,Taxe sur la Valeur Ajoutée,7297578.0,9210793.0
"2024-08-27",DJGAR,CUA,Taxe de Contribution de l'UA,0.0,3000.0
"2024-08-27",DJGAR,FDT,Frais de Timbre,0.0,6000.0
"2024-08-27",DJGAR,TVA,Taxe sur la Valeur Ajoutée,0.0,150000.0
"2024-08-27",DJPRT,AIB,Accompte impôt Bénéfice,266634.0,766975.0
"2024-08-27",DJPRT,CUA,Taxe de Contribution de l'UA,868504.0,417519.0
"2024-08-27",DJPRT,DAA,Droit d'Accisse Alcool,452603.0,452603.0
"2024-08-27",DJPRT,DAL,Droit d'Accisse Huiles lubrifiants,0.0,4600.0
"2024-08-27",DJPRT,DAP,Droit d'Accisse Parfums,812520.0,812520.0
"2024-08-27",DJPRT,DAT,Droit d'Accisse Tabacs,273649.0,273649.0
"2024-08-27",DJPRT,DEG,Droit d'assise eau gazeuse,5278.0,5278.0
"2024-08-27",DJPRT,DEM,Droit d'accises Eau Minéral,258706.0,258706.0
"2024-08-27",DJPRT,DJU,Droit D'assises Jus des Fruits,89360.0,89360.0
"2024-08-27",DJPRT,DLLP,Droits d'assises sur le lait en ,862500.0,862500.0
"2024-08-27",DJPRT,FDT,Frais de Timbre,45000.0,45000.0
"2024-08-27",DJPRT,FDT,Recette FDT,20000.0,0.0
"2024-08-27",DJPRT,PAL,Droit d'Assises sur les Pattes,43560.0,43560.0
